"SKURcrd","MfgName","MfgNo","Quantity","smShortDesc","ShortDesc","Description","Picture","Price","MAP","MSRP","AddShip","ShipWeight","ShipLength","ShipWidth","ShipHeight","CategoryParentName","CategoryName","CategoryAbbv","MfgAbbv","MfgSite","ProductGroup","GroupMisc","Rcstus","BarCode","DEPID","RestrictedAreas","Warranty","Thumbnail","ExtraTxt1","ExtraFileNm1","Extra1Exp","ExtraTxt2","ExtraFileNm2","Extra2Exp","ExtraFileNm3","ExtraTxt3","Extra3Exp","Ebay","PicEB","CaseQty","UnitQty","CategoryID","PicURL","BillableWeight","EconomyBillable",
6186,Federal Cartridge,P1385,2,Lead HV 12Ga. 2.75" 5-Shot/25,12 Gauge,Each Premium lead shotshell has been designed specifically for the game you are after. When pheasants explode from cover Federals Premium High Velocity hits them faster than ordinary shells. Premium magnum lead shotshells provide a denser shot pattern and extra range. Copperplated shot for uniform patterns and increased down range energy.<br><br>Specifications:<br><br>- Gauge: 12<br>- Length: 2 3/4"<br>- Ounces: 1 3/8 oz<br>- Shot Size: #5<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1400 fps,fedepicp1385.jpg,16.54,0,24.95,0,3,4.1,2.5,4.1,Ammunition,Shotgun Ammunition,AM,FEDE,www.federalpremium.com,HNY,Premium Wing Shok High Velocity 2 3/4" 1 3/8 oz #5 Lead Shot Per 25,C,029465021658,6219,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicp1385.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/fedepicp1385.jpg,4,4,
6229,Federal Cartridge,P1386,10,Lead HV 12Ga. 2.75" 6-Shot/25,12 Gauge,Each Premium lead shotshell has been designed specifically for the game you are after. When pheasants explode from cover Federals Premium High Velocity hits them faster than ordinary shells. Premium magnum lead shotshells provide a denser shot pattern and extra range. Copperplated shot for uniform patterns and increased down range energy.<br><br>Specifications:<br><br>- Gauge: 12<br>- Length: 2 3/4"<br>- Ounces: 1 3/8 oz<br>- Shot Size: #6<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1400 fps,fedepicp1386.jpg,16.54,0,24.95,0,3,4.1,2.5,4.1,Ammunition,Shotgun Ammunition,AM,FEDE,www.federalpremium.com,HNY,Premium Wing Shok High Velocity 2 3/4" 1 3/8 oz #6 Lead Shot Per 25,C,029465021665,6262,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicp1386.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/fedepicp1386.jpg,4,4,
16848,Winchester Ammo,X30303,0,SupX 30-30 170gr Power Point/20,30-30 Winchester,Winchester Super-X ammunition has developed a reputation as being hard hitting and reliable. This ammunition is loaded with Super-X Power-Points which feature a unique exposed soft nose jacketed bullet design that delivers maximum energy on target. Strategically-placed notches around the jacket mouth improve upset and ensure uniform expansion for massive energy release. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 30-30 Winchester<br>- Bullet Weight: 170 Grains<br>- Bullet Style: Power-Point<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2200 fps<br>- Muzzle Energy: 1827 ft lbs,wincpicx30303.jpg,14.54,0,22.95,0,1.14,2.719,5.844,1.406,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,HHH,Super-X 170 Grains Power-Point Per 20,C,020892200098,16881,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx30303.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/wincpicx30303.jpg,2,2,
16412,Federal Cartridge,T1188,0,12ga 2-3/4" 8-Shot /25,12 Gauge,Gold Medal Paper Target loads feature a one piece smooth hull for improved performance and easier reloading. Designed to provide optimum performance when it counts they feature extra hard lead shot for tight patterns and clay breaking authority even at handicap range. Select clean burning powder delivers consistent velocity and optimum ballistic performance.<br><br>Specifications<br><br>- Gauge: 12<br>- Length: 2 3/4"<br>- Ounces: 1 1/8 oz<br>- Shot Size: #8<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1200 fps,fedpicgmshotshell.jpg,8.97,0,13.95,0,2.7,4.1,2.5,4.1,Ammunition,Shotgun Ammunition,AM,FEDE,www.federalpremium.com,HNY,Gold Medal Paper Target 2 3/4" 1 1/8 oz #8 Lead Shot Per 25,C,029465017347,16454,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedpicgmshotshell.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/fedpicgmshotshell.jpg,4,4,
18980,Ultramax,308R5,2,308Win 168Gr. Sierra BTHP Match,308 Winchester Remanufactured,Ultramax ammunition represents serious quality for serious shooters. Since 1986 Ultramax has provided top of the line ammunition with a reputation for accuracy round after round at an unequaled value. All Ultramax ammunition is loaded to SAAMI specs and a visual inspection is performed on every loaded cartridge before it leaves the building. <br><br>All Ultramax remanufactured ammunition goes through a 10-Step Quality Assurance System. Once fired brass is inspected for flaws and is washed to clear the primer pockets and flash holes from any debris. Ultramax sizes each piece of brass to the same SAAMI specs as new brass. Remanufactured ammunition is often loaded with mixed head stamped brass. This ammunition is non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 308 Winchester<br>- Bullet Weight: 168 Grains<br>- Bullet Style: Sierra Hollow Point Boat Tail Match<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 2680 fps<br>- Muzzle Energy: 2679 ft lbs,ultramaxpic308r5.jpg,16.46,0,26.95,0,1.2,6,4,1.375,Ammunition,Centerfire Rifle Ammunition,AM,ULTR,www.ultramaxammunition.com,HLT,168 Grains Sierra Hollow Point Boat Tail Match Per 20,C,755104308056,19053,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Ultramax unconditionally guarantees everything we sell. If you are not 100% satisfied for any reason we will pay return freight and  issue a full refund.,th_ultramaxpic308r5.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/ultramaxpic308r5.jpg,2,2,
20106,A-Zoom,12204,24,22 Win Mag 6 Pack Dummy Rounds,Dummy Rounds,A-Zoom 22 WMR (Win Mag Rimfire)Action Proving Dummy Rounds are designed to teach safe firearms handling. They are not snap caps. They may be worked through the actions of any 22 WMR firearm for function testing. Dry firing will deform the head and will limit their use to 4 or 5 hits.,azoopic12204.jpg,6.05,0,11.2,0,0.1,6,4.25,0.5,Ammunition,Dummy Cartridges/Blanks,AM,AZOO,www.azoomsnapcaps.com,DWC,22 Winchester Magnum Per 6,C,666692122040,52464,,Warranted against manufacturers defects.,th_azoopic12204.gif,,,,,,,,,,0,,10,6,12,https://images.dealerease.net/prodpics/azoopic12204.jpg,1,1,
21812,CCI,24,0,22WMR HP MaxiMag Per/50,22 Winchester Magnum Rimfire,CCI's ammunition is great for sports from small game hunting to casual plinking. CCI combined rimfire priming compound with select propellants so you get very little residue. <br><br><br>Features:<br><br>- Bullet Type: Jacketed Hollow Point<br>- Muzzle Energy: 312 ft lbs<br>- Muzzle Velocity: 1875 fps<br><br><br>Specifications:<br><br>- Caliber: 22 Winchester Magnum Rimfire<br>- Bullet Weight: 40 GR<br>- Rounds/box: 50 Rounds Per Box 40 Boxes Per Case,ccipic0024.jpg,9.85,0,14.95,0,0.6,8.25,3.75,3.5,Ammunition,Rimfire Ammunition,AM,CCI,www.cci-ammunition.com,HLC,22 WMR HP Maxi Mag  (Per 50),C,076683000248,21861,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_ccipic0024.gif,,,,,,,,,,0,,40,50,14,https://images.dealerease.net/prodpics/ccipic0024.jpg,1,1,
21898,Winchester Ammo,USA9JHP2,0,USA 9mmLuger 147gr Jacketed HP/50,9mm Luger,Winchester USA ammunition was developed to provide excellent performance at an affordable price for the high volume shooter. Featuring high quality Winchester components this ammunition delivers outstanding reliability. This ammunition is loaded with a jacketed hollow point bullet which features a rearward weight design to ensure pinpoint accuracy and sure functioning time and time again. This ammunition is new production non-corrosive in reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 9mm Luger<br>- Bullet Weight: 147 Grain<br>- Bullet Style: Jacketed Hollow Point<br>- Case Type: Brass <br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 990 fps<br>- Muzzle Energy: 320 ft lbs,winchpicusa9jhp2.jpg,19.18,0,29.95,0,1.6,2.7,1.4,5.1,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,HIG,USA 147 Grains Jacketed Hollow Point Per 50,C,020892213517,33987,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_winchpicusa9jhp2.gif,,,,,,,,,,0,,10,50,13,https://images.dealerease.net/prodpics/winchpicusa9jhp2.jpg,2,2,
22070,CCI,50,0,22LR Stinger HP Per/50,22 Long Rifle,CCI's mini mag ammunition is great for sports from small game hunting to casual plinking. CCI combined rimfire priming compound with select propellants so you get very little residue. <br><br><br>Features:<br><br>- Bullet Type: Hollow Point<br>- Muzzle Energy: 191 ft lbs<br>- Muzzle Velocity: 1640 fps<br><br><br>Specifications:<br><br>- Caliber: 22 Long Rifle<br>- Bullet Weight: 32 GR<br>- Rounds/box: 50 Rounds Per Box 100 Boxes Per Case,ccipic0050.jpg,5.49,0,8.95,0,0.6,8.5,3.125,2.375,Ammunition,Rimfire Ammunition,AM,CCI,www.cci-ammunition.com,HLA,22 Long Rifle  LR Stinger HP (Per 50),C,076683000507,22104,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_ccipic0050.gif,,,,,,,,,,0,,100,50,14,https://images.dealerease.net/prodpics/ccipic0050.jpg,1,1,
22097,CCI,26,0,22 CB Ammo Per/100,22 Conical Ball Cap,CCI's ammunition is great for sports from small game hunting to casual plinking. CCI combined rimfire priming compound with select propellants so you get very little residue. <br><br><br>Features:<br><br>- Bullet Type: Round Nose<br>- Muzzle Energy: 32 ft lbs<br>- Muzzle Velocity: 710 fps<br><br><br>Specifications:<br><br>- Caliber: 22 CB Short<br>- Bullet Weight: 29 GR<br>- Rounds/box: 100 Rounds Per Box 50 Boxes Per Case,ccipic0026.jpg,7.38,0,10.95,0,0.85,6.25,1.75,5.75,Ammunition,Rimfire Ammunition,AM,CCI,www.cci-ammunition.com,HKZ,22 CB Short (Per 100),C,076683000262,22131,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_ccipic0026.gif,,,,,,,,,,0,,50,100,14,https://images.dealerease.net/prodpics/ccipic0026.jpg,2,2,
23814,Federal Cartridge,C40SWA,5,40 S&W 180gr JHP Classc PwShk /20,40 Smith & Wesson,Federal Personal Defense Ammunition features a jacketed hollow point bullet that expands on impact for maximum stopping power. This ammunition is new production non-corrosive in boxer primed reloadable brass cases.<br><br>Specifications:<br><br>- Caliber: 40 Smith & Wesson (S&W)<br>- Bullet Weight: 180 Grains<br>- Bullet Type: Jacketed Hollow Point<br>- CAse Type: Nickel Plated<br>- Quantity: Per 20<br><br>Ballistic Information:<br><br>Muzzle Velocity: 990 fps<br>Muzzle Energy: 392 ft lbs,fedepicc40swa.jpg,19.4,0,28.95,0,0.8,3.06,1.34,2.5,Ammunition,Centerfire Handgun Ammunition,AM,FEDE,www.federalpremium.com,HNE,Premium Personal Defense 180 Grains Jacketed Hollow Point Per 20,C,029465093211,23876,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicc40swa.gif,,,,,,,,,,0,,25,20,13,https://images.dealerease.net/prodpics/fedepicc40swa.jpg,2,2,
23837,Federal Cartridge,C357E,13,Classic 357 Mag 158gr PwrShok JHP,357 Magnum,Federal Personal Defense Ammunition features a jacketed hollow point bullet that expands on impact for maximum stopping power. This ammunition is new production non-corrosive in boxer primed reloadable brass cases.<br><br>Specifications:<br><br>- Caliber: ..357 Magnum<br>- Bullet Weight: 158 Grains<br>- Bullet Type: Jacketed Hollow Point<br>- Quantity: Per 20<br><br>Ballistic Information:<br><br>Muzzle Velocity: 1240 fps<br>Muzzle Energy: 539 ft lbs,fedepicc357e.jpg,18.21,0,26.95,0,0.8,2.69,1.75,2.22,Ammunition,Centerfire Handgun Ammunition,AM,FEDE,www.federalpremium.com,HMZ,Personal Defense 158 Grains Jacketed Hollow Point Per 20,C,029465093006,23899,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicc357e.gif,,,,,,,,,,0,,25,20,13,https://images.dealerease.net/prodpics/fedepicc357e.jpg,2,2,
23841,Federal Cartridge,C44SA,0,Classic 44S&WSpecial 200gr SWC HP,44 Special Champion Target 200 Grains Lead Semi-Wadcutter Hollow Point Per 20,Match quality performance at a value price. Champion Target ammunition is perfect for those long days at the range. This ammunition is new production and non-corrosive. <br><br>Specifications:<br><br>- Caliber: 44 Special<br>- Bullet Weight: 200 Grains<br>- Bullet Style: Semi-Wadcutter Hollow Point<br>- Case Type: Brass <br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 900 fps<br>- Muzzle Energy: 360 ft lbs,fedepicc44sa.jpg,22.5,0,33.95,0,1.04,3.06,1.81,2.5,Ammunition,Centerfire Handgun Ammunition,AM,FEDE,www.federalpremium.com,,,C,029465093075,23903,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicc44sa.gif,,,,,,,,,,0,,25,20,13,https://images.dealerease.net/prodpics/fedepicc44sa.jpg,2,2,
23871,Federal Cartridge,AE40R3,15,40 S&W 165gr FMJ Ballistic /50,40 Smith & Wesson,American Eagle is designed specifically for target shooting training and practice. It's loaded to the same specifications as Federal's Premium loads but at a more practical price for plinking. This ammunition is new production in reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 40 Smith & Wesson (S&W)<br>- Bullet Weight: 165 Grains<br>- Bullet Style: Full Metal Jacket<br>- Case Type: Brass <br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 1130 fps<br>- Muzzle Energy: 468 ft lbs,fedepicae40r3.jpg,16.4,0,24.95,0,1.9,3.125,2.5,1.5,Ammunition,Centerfire Handgun Ammunition,AM,FEDE,www.federalpremium.com,HNE,American Eagle 165 Grains Full Metal Jacket Per 50,C,029465092818,23933,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicae40r3.gif,,,,,,,,,,0,,20,50,13,https://images.dealerease.net/prodpics/fedepicae40r3.jpg,3,3,
18162,Ultramax,308R1,2,308Win 110Gr. Sierra Hollow Pt.,308 Winchester Remanufactured,Ultramax ammunition represents serious quality for serious shooters. Since 1986 Ultramax has provided top of the line ammunition with a reputation for accuracy round after round at an unequaled value. All Ultramax ammunition is loaded to SAAMI specs and a visual inspection is performed on every loaded cartridge before it leaves the building. <br><br>All Ultramax remanufactured ammunition goes through a 10-Step Quality Assurance System. Once fired brass is inspected for flaws and is washed to clear the primer pockets and flash holes from any debris. Ultramax sizes each piece of brass to the same SAAMI specs as new brass. Remanufactured ammunition is often loaded with mixed head stamped brass. This ammunition is non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 308 Winchester<br>- Bullet Weight: 110 Grains<br>- Bullet Style: Sierra Hollow Point<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 3100 fps<br>- Muzzle Energy: 2347 ft lbs,ultramaxpicrifle.jpg,16.46,0,26.95,0,1.2,6,4,1.375,Ammunition,Centerfire Rifle Ammunition,AM,ULTR,www.ultramaxammunition.com,HLT,110 Grains Sierra Hollow Point Per 20,C,755104308018,18162,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Ultramax unconditionally guarantees everything we sell. If you are not 100% satisfied for any reason we will pay return freight and  issue a full refund.,th_ultramaxpicrifle.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/ultramaxpicrifle.jpg,2,2,
25636,Winchester Ammo,X125,22,SupX 12ga 2.75" 5-Shot HiBrassGam,12 Gauge,Winchester Super-X Shotshells are hard-hitting and reliable. Featuring a high-brass hull this ammunition feeds more reliably in semi-automatic shotguns. Made using precise manufacturing processes and high quality components this ammunition has become the ammunition to rely and depend on for whatever your need. <br><br>Specifications:<br><br>- Gauge: 12<br>- Shell Length: 2 3/4"<br>- Shot Weight: 1 1/4 oz<br>- Shot Size: #5<br>- Shot Type: Lead<br>- Quantity: Per 25<br> <br>Ballistics Information:<br><br>- Muzzle Velocity: 1330 fps,wincpicx125.jpg,11.54,0,19.95,0,2.825,4.125,2.438,4.125,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,JUK,Super X High Brass Game 2 3/4" 1 1/4 oz #5 Lead Shot Per 25,C,020892000926,25705,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx125.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicx125.jpg,4,4,
25638,Winchester Ammo,X127,47,SupX 12ga2.75" 7.5-Shot HiBrassGm,12 Gauge,Super-X Shotshells are hard-hitting and reliable. From deer to upland birds there is a Super-X Shotshell for almost every quarry. First introduced in 1922 Super-X ammunition delivers better and more dependable knock-down power. Made using precise manufacturing processes and high quality components this ammunition has become the ammunition to rely and depend on for whatever your need. <br><br>Specifications:<br><br>- Gauge: 12<br>- Shell Length: 2 3/4"<br>- Shot Weight: 1 1/4 oz<br>- Shot Size: #7 1/2<br>- Shot Type: Lead<br>- Quantity: Per 25<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 1330 fps,wincpicx127.jpg,11.54,0,19.95,0,2.825,4.125,2.438,4.125,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,JUK,Super X High Brass Game 2 3/4" 1-1/4 oz #7 1/2 Lead Shot Per 25,C,020892000193,25707,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx127.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicx127.jpg,4,4,
24175,Winchester Ammo,X38ASHP,2,SupX 38 SupeAuto+P 125gr Silvrtip,38 Special +P,Winchester Super-X Silvertip offers a unique combination of power precision reliable functioning and on-target performance via a specially engineered jacketed bullet. Originally developed for Law Enforcement as a replacement to traditional hollow points this bullet delivers penetration and rapid energy release with virtually no weight loss or bullet fragmentation. Super-X jacketed hollow points have notched jackets to ensure positive expansion. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 38 Super +P<br>- Bullet Weight: 125 Grains<br>- Bullet Style: Silvertip Hollow Point<br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 1240 fps<br>- Muzzle Energy: 427 ft lbs,wincpicx38ashp.jpg,41.81,0,59.95,0,1.6,2.719,5.188,1.469,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,11V,Super-X 125 Grains Silvertip Hollow Point Per 50,C,020892201408,24212,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx38ashp.gif,,,,,,,,,,0,,10,50,13,https://images.dealerease.net/prodpics/wincpicx38ashp.jpg,2,2,
25645,Winchester Ammo,X4137,60,SupX 410ga3" 7.5-Shot HiBrassGm,410 Gauge,For maximum performance in the field or woods you can depend on the performance of Winchester Supreme Double-X Magnum and High Velocity Loads and Super-X Game Loads.<br><br>Specifications:<br><br>- Gauge: 410<br>- Length: 3"<br>- Ounces: 11/16 oz<br>- Shot Size: #7 1/2<br>- Type: Lead<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1245 fps,wincpicx4137.jpg,12.11,0,22.95,0,1.45,2.438,2.906,2.437,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,HGM,Super-X High Brass Game 3" 11/16 oz #7 1/2 Lead Shot Per 25,C,020892000261,25714,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx4137.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicx4137.jpg,2,2,
26155,Winchester Ammo,XXT12L5,10,12Ga. 3.5" 5-Shot Mag Turkey/10,12 Gauge,Supreme Double-X Magnum and High Velocity Turkey Loads are packed with all the hard hitting bird bagging ingredients you need to satisfy your taste for smoked turkey.<br><br>Specifications:<br><br>- Gauge: 12<br>- Type: Lead<br>- Length: 3 1/2"<br>- Ounces: 2 1/4 oz<br>- Shot Size: #5<br>Quantity: Per 10<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1150 fps,wincpicxxt12l5.jpg,16.7,0,20.95,0,1.8,4.125,1.688,3.188,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,JUK,Supreme XX Magnum Turkey 3 1/2" 2 1/4 oz #5 Lead Shot Per 10,C,020892011021,26175,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicxxt12l5.gif,,,,,,,,,,0,,10,10,15,https://images.dealerease.net/prodpics/wincpicxxt12l5.jpg,3,3,
27175,Ultramax,38R5,39,38 Spl 158gr Round Nose Lead/50,38 Special Remanufactured,Ultramax ammunition represents serious quality for serious shooters. Since 1986 Ultramax has provided top of the line ammunition with a reputation for accuracy round after round at an unequaled value. All Ultramax ammunition is loaded to SAAMI specs and a visual inspection is performed on every loaded cartridge before it leaves the building. <br><br>All Ultramax remanufactured ammunition goes through a 10-Step Quality Assurance System. Once fired brass is inspected for flaws and is washed to clear the primer pockets and flash holes from any debris. Ultramax sizes each piece of brass to the same SAAMI specs as new brass. Remanufactured ammunition is often loaded with mixed head stamped brass. This ammunition is non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 38 Special<br>- Bullet Weight: 158 Grains<br>- Bullet Style: Lead Round Nose<br>- Case Type: Brass<br>- Quantity: 50 Rounds<br> <br>Ballistics Information:<br>- Muzzle Velocity: 800 fps<br>- Muzzle Energy: 225 ft lbs,ultramaxpich38spl.jpg,13.2,0,19.95,0,1.5,6.25,3.25,2,Ammunition,Centerfire Handgun Ammunition,AM,ULTR,www.ultramaxammunition.com,UPV,158 Grains Lead Round Nose Per 50,C,755104038052,33982,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Ultramax unconditionally guarantees everything we sell. If you are not 100% satisfied for any reason we will pay return freight and  issue a full refund.,th_ultramaxpich38spl.gif,,,,,,,,,,0,,20,50,13,https://images.dealerease.net/prodpics/ultramaxpich38spl.jpg,2,2,
28656,Hornady,83206,104,204 Ruger 40gr V-Max /20,204 Ruger,Hornady's V-MAX bullets consistently achieve rapid fragmentation at all practical varmint shooting velocities. The moly coating reduces barrel wear residue in the barrel and in some cases even enhances velocity. Hand Inspected - Every Varmint Express cartridge is hand inspected before leaving our factory ensuring there are no cosmetic flaws and imperfections. Powder - The powder in a Varmint Express cartridge is selected for its consistency from lot to lot. That means consistent accuracy and optimum pressure and velocity on every shot. <br><br>Features:<br><br>- Bullet Type: V-Max <br>- Muzzle Energy: 1351 ft lbs<br>- Muzzle Velocity: 3900 fps<br><br><br>Specifications:<br><br>- Caliber: 204 Ruger<br>- Bullet Weight: 40 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic83206.jpg,15.51,0,26.04,0,0.6,3.5,2,1.5,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJI,40 Gr V-Max (Per 20),C,090255832068,48496,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic83206.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic83206.jpg,1,1,
28940,Winchester Ammo,X25WSS,0,SupX 25 WSSM 120gr Positive ExpPt,25 WSSM Super-X 120 Grains Positive Expanding Point Per 20,Winchester Super-X ammunition has developed a strong reputation as being hard hitting and reliable. This ammunition is loaded with Super-X Positive Expanding Points which are specifically designed for extreme accuracy and maximum impact on varmints and medium size game. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 25 Winchester Super Short Magnum (WSSM) <br>- Bullet Weight: 120 Grains<br>- Bullet Style: Positive Expanding Point<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2990 fps<br>- Muzzle Energy: 2383 ft lbs,winchpicx25wss.jpg,29.66,0,43.95,0,1.08,2.844,1.438,5.875,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,,,C,020892214538,52432,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_winchpicx25wss.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/winchpicx25wss.jpg,2,2,
30692,Winchester Ammo,S338CT,0,Suprem 338WinMag 225gr AccuBnd CT,338 Winchester Magnum,Winchester Supreme ammunition combines the absolute highest quality components into an extremely accurate and devastating hunting load. Available in several different calibers to meet the demands of predator big game and dangerous game hunters. <br><br>AccuBond represents the most advanced bonded core bullet technology to date. Through a proprietary bonding process that eliminates voids in the bullet core AccuBond marries Nosler's traditional copper-alloy jacket with its special lead-alloy core. The result is a bullet that flies true penetrates deep won't cause extensive barrel fouling and will retain 60-70% of its weight. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 338 Winchester Magnum<br>- Bullet Weight: 225 Grains<br>- Bullet Style: Nosler AccuBond<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2800 fps<br>- Muzzle Energy: 3918 ft lbs,winchpics338ct.jpg,51.31,0,91.95,0,1.48,3.813,1.895,5.125,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,HHK,Supreme Expedition Big Game 225 Grains Nosler AccuBond Per 20,C,020892214484,52423,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_winchpics338ct.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/winchpics338ct.jpg,2,2,
