"SKURcrd","MfgName","MfgNo","Quantity","smShortDesc","ShortDesc","Description","Picture","Price","MAP","MSRP","AddShip","ShipWeight","ShipLength","ShipWidth","ShipHeight","CategoryParentName","CategoryName","CategoryAbbv","MfgAbbv","MfgSite","ProductGroup","GroupMisc","Rcstus","BarCode","DEPID","RestrictedAreas","Warranty","Thumbnail","ExtraTxt1","ExtraFileNm1","Extra1Exp","ExtraTxt2","ExtraFileNm2","Extra2Exp","ExtraFileNm3","ExtraTxt3","Extra3Exp","Ebay","PicEB","CaseQty","UnitQty","CategoryID","PicURL","BillableWeight","EconomyBillable",
620,Winchester Ammo,XP12,10,SupX 12ga 2.75" Blanks Smokeless,12 Gauge,Winchester Field Trial Popper Loads were specifically designed for use in field trials and training exercises. Utilize the training benefits of the consistent shot to shot reports to get your bird dog to its absolute best. Popper Loads feature a cardboard disk and powder charge without any shot or wad. Can be lethal at close range use under extreme caution. <br><br>Specifications:<br><br>- Gauge: 12<br>- Quantity: Per 25,winchpicxp12.jpg,17.91,0,28.95,0,0.925,4.125,2.438,4.125,Ammunition,Dummy Cartridges/Blanks,AM,WINC,www.winchester.com,JUK,Smokeless Blank 2 3/4" Loud Noise Per 25,C,020892004252,620,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_winchpicxp12.gif,,,,,,,,,,0,,10,25,12,https://images.dealerease.net/prodpics/winchpicxp12.jpg,2,2,
638,Federal Cartridge,H1256,0,12ga 2-3/4" 6-Shot Field /25,12 Gauge,Perfect for upland birds and game with plenty of power penetration and a Triple Plus Wad column. Game-Shok Heavy Field loads are very effective and affordable in order to make your next hunting experience be the best.<br><br>Specifications:<br><br>- Gauge: 12 Gauge<br>- Length: 2 3/4"<br>- Ounces: 1 1/4 oz<br>- Shot Size: #6<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1220 fps,fedepich1256.jpg,9.29,0,13.95,0,2.7,4.25,4.25,2.5,Ammunition,Shotgun Ammunition,AM,FEDE,www.federalpremium.com,HNY,Game-Shok Heavy Field 2 3/4" 1 1/4 oz #6 Lead Shot Per 25,C,029465017705,638,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepich1256.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/fedepich1256.jpg,4,4,
770,Winchester Ammo,XU12SP7,10,SupX 12ga 2.75" 7.5-Shot HeavyGam,12 Gauge,Winchester Super-X Game Loads incorporate top quality components to deliver results and give you the game getting edge with reduced recoil and denser more consistent patterns in the field. Super-X Heavy Game Loads are designed for those demanding hunters requiring increased patterning density for more difficult wing shooting situations.<br><br>Specifications:<br><br>- Gauge: 12 <br>- Length: 2 3/4"<br>- Ounces: 1 1/4 oz<br>- Shot Size: #7 1/2<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1220 fps,wincpicxu12sp7.jpg,8.57,0,12.95,0,2.825,4.125,2.438,4.125,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,JUK,Super X Heavy Field 2 3/4" 1 1/4 oz #7 1/2 Lead Shot Per 25,C,020892013117,770,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicxu12sp7.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicxu12sp7.jpg,4,4,
1123,Winchester Ammo,X223R,12,SupX 223 Rem 55gr PTD SP /20,223 Remington,Winchester Super-X ammunition has developed a reputation as being hard hitting and reliable. This ammunition is loaded with Super-X Pointed Soft Point Bullets which are designed for rapid controlled expansion and maximum impact. These bullets retain velocity over long ranges and deliver the devastating stopping power you expect in a hunting load. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 223 Remington<br>- Bullet Weight: 55 Grains<br>- Bullet Style: Pointed Soft Point<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 3240 fps<br>- Muzzle Energy: 1282 ft lbs,wincpicx223r.jpg,16.74,0,28.95,0,0.66,2.469,5.844,1.406,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,HGU,Super-X 55 Grains Pointed Soft Point Per 20,C,020892200296,1199,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx223r.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/wincpicx223r.jpg,1,1,
1505,Winchester Ammo,Q4255,60,USA 32Auto 71Gr. FMJ/50,32 Automatic,Winchester USA ammunition was developed to provide excellent performance at an affordable price for the high volume shooter. Featuring high quality Winchester components this ammunition delivers outstanding reliability. This ammunition is loaded with a full metal jacket bullet which is known for its postive functioning and exceptional accuracy. On impact this bullet does not expand and is ideal for target shooting. This ammunition is new production non-corrosive in reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 32 Automatic (ACP)<br>- Bullet Weight: 71 Grain<br>- Bullet Style: Full Metal Jacket<br>- Case Type: Brass <br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 905 fps<br>- Muzzle Energy: 129 ft lbs,wincpicq4255.jpg,25.37,0,36.95,0,1.2,2.438,1.094,4.625,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,HHJ,USA 71 Grains Full Metal Jacket Per 50,C,020892205475,1581,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicq4255.gif,,,,,,,,,,0,,10,50,13,https://images.dealerease.net/prodpics/wincpicq4255.jpg,2,2,
1587,Winchester Ammo,SBST300,0,Suprem 300WinMag 180grB Silvertip,300 Winchester Magnum,The solid base boat tail design and special jacket contours of Winchester Supreme Ballistic Silvertip ammunition deliver excellent long-range accuracy with reduced cross-wind drift. The Lubalox coated Ballistic Silvertip bullet is designed to deliver rapid expansion and fragmentation in varmint-size game calibers and controlled expansion and penetration over long ranges in deer-size game calibers. This ammunition is new production non-corrosive in boxer primed reloadable nickel plated brass cases. <br><br>Specifications:<br><br>- Caliber: 300 Winchester Magnum<br>- Bullet Weight: 180 Grains<br>- Bullet Style: Ballistic Silvertip<br>- Case Type: Nickel Plated Brass <br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2950 fps<br>- Muzzle Energy: 3478 ft lbs,wincpicsbst300.jpg,32.45,0,66.95,0,1.6,3.813,1.563,6.5,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,HHE,Supreme 180 Grains Ballistic Silvertip Per 20,C,020892210325,1663,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicsbst300.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/wincpicsbst300.jpg,2,2,
1616,Winchester Ammo,X30065,7,SupX 30-06 Spfld 165gr Soft Point,30-06 Springfield,Winchester Super-X ammunition has developed a reputation as being hard hitting and reliable. This ammunition is loaded with Super-X Pointed Soft Point Bullets which are designed for rapid controlled expansion and maximum impact. These bullets retain velocity over long ranges and deliver the devastating stopping power you expect in a hunting load. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 30-06 Springfield<br>- Bullet Weight: 165 Grains<br>- Bullet Style: PSP<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2800 fps<br>- Muzzle Energy: 2872 ft lbs,wincpic30065.jpg,17.85,0,27.95,0,1.42,3.438,5.844,1.406,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,HHG,Super-X 165 Grains Pointed Soft Point Per 20,C,020892200760,1692,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpic30065.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/wincpic30065.jpg,2,2,
1699,Winchester Ammo,X303B1,29,SupX 303 British 180gr PowerPoint,303 British Super-X 180 Grains Power-Point Per 20,Winchester Super-X ammunition has developed a reputation as being hard hitting and reliable. This ammunition is loaded with Super-X Power-Points which feature a unique exposed soft nose jacketed bullet design that delivers maximum energy on target. Strategically-placed notches around the jacket mouth improve upset and ensure uniform expansion for massive energy release. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 303 British<br>- Bullet Weight: 180 Grains<br>- Bullet Style: Power-Point<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2460 fps<br>- Muzzle Energy: 2418 ft lbs,wincpicx303b1.jpg,29.9,0,42.95,0,1.4,3.813,1.895,5.125,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,,,C,020892200371,1767,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx303b1.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/wincpicx303b1.jpg,2,2,
1713,Federal Cartridge,AE45N1,184,AE 45 Auto 230 Grain TMJ /50,45 Automatic,American Eagle is designed specifically for target shooting training and practice. It's loaded to the same specifications as Federal's Premium loads but at a more practical price for plinking. This ammunition is new production in reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 45 Automatic<br>- Bullet Weight: 230 Grain<br>- Bullet Style: Total Metal Jacket<br>- Case Type: Brass <br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 850 fps<br>- Muzzle Energy: 369 ft lbs,fedepicae45n1.jpg,24.85,0,42.95,0,2.5,5.94,3.06,1.44,Ammunition,Centerfire Handgun Ammunition,AM,FEDE,www.federalpremium.com,HNJ,American Eagle 230 Grains Total Metal Jacket Per 50,C,029465093563,1781,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicae45n1.gif,,,,,,,,,,0,,20,50,13,https://images.dealerease.net/prodpics/fedepicae45n1.jpg,3,3,
1851,Federal Cartridge,PD9HS5H,13,Premium 9MM Luger 135Gr. JHP/20,9mm Luger,Federal Premium Personal Defense Ammunition is the choice of law enforcement agencies worldwide. The unique center-post design delivers controlled expansion while notched jacket provides efficient energy transfer for maximum penetration. This ammunition delivers higher energy more reliable expansion lower risk of collateral damage and reduced recoil which are all very important features for a personal defense round. This ammunition is new production non-corrosive in boxer primed reloadable brass cases.<br><br>Specifications:<br><br>- Caliber: 9mm Luger<br>- Bullet Weight: 135 Grains<br>- Bullet Type: Jacketed Hollow Point<br>- Case Type: Nickel Plated<br>- Quantity: Per 20<br><br>Ballistic Information:<br><br>Muzzle Velocity: 1060 fps<br>Muzzle Energy: 337 ft lbs,fedepicpd9hs5h.jpg,20.44,0,30.95,0,0.75,2.69,1.34,2.22,Ammunition,Centerfire Handgun Ammunition,AM,FEDE,www.federalpremium.com,HNU,Premium Personal Defense 135 Grains Hydra-Shok Jacketed Hollow Point Per 20,C,029465091484,1906,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicpd9hs5h.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/fedepicpd9hs5h.jpg,2,2,
1944,Winchester Ammo,WC92,17,USA 9mm Luger 124gr Brass Enc/50,9mm Luger,Winchester WinClean handgun ammunition provides a safer indoor range shooting environment by eliminating airborne lead exposure at the firing point. By incorporating a patented lead and heavy metal free primer with a unique brass enclosed base bullet design WinClean prevents lead vaporization from the bullet's base. <br><br>The result is a benchmark for cleanliness with less smoke less barrel residue and remarkably cleaner guns and shell casings - all at a value price. This ammunition is new production non-corrosive in boxer primed reloadable brass cases.<br><br>Specifications:<br><br>- Caliber: 9mm Luger<br>- Bullet Weight: 124 Grains<br>- Bullet Style: Brass Enclosed Base<br>- Case Type: Brass <br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 1130 fps<br>- Muzzle Energy: 352 ft lbs,wincpicwc92.jpg,16.63,0,23.95,0,1.45,2.688,1.406,5.125,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,HIG,WinClean 124 Grains Brass Enclosed Base Per 50,C,020892212992,1999,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicwc92.gif,,,,,,,,,,0,,10,50,13,https://images.dealerease.net/prodpics/wincpicwc92.jpg,2,2,
2069,Federal Cartridge,280B,9,280 Rem 150gr SP Power-Shock /20,280 Remington,Federal Power-Shok is hard hitting ammunition designed for exceptional performance in the field. A combination of premium bullets with Federal's reputation for quality results in a hunting round that you can depend on. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 280 Remington<br>- Bullet Weight: 150 Grains<br>- Bullet Style: Soft Point<br>- Case Type: Brass <br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2890 fps<br>- Muzzle Energy: 2782 ft lbs,fedepic280b.jpg,27.25,0,40.95,0,1.32,6.03,3.44,1.22,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,HML,Power-Shok 150 Grains Soft Point Per 20,C,029465085810,2124,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepic280b.gif,$25 Mail-In Rebate,2014federalsavagerebate.pdf,12/31/2014,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepic280b.jpg,2,2,
2573,Hornady,8060,23,7mm RemMag 154gr SP /20,7mm Remington Magnum,Hornady's light and heavy magnum ammunition is loaded with Hornady's best performing bullets the interlock SST or interbond which are all bullets of choice for hunters who need higher ballistics and controlled expansion. By using a special cooler burning powder and revolutionary loading techniques you can achieve added velocity without the heat and pressure that can shorten barrel life. <br><br><br>Features:<br><br>- Bullet Type: Soft Point<br>- Muzzle Energy: 3149 ft lbs<br>- Muzzle Velocity: 3035 fps<br><br><br>Specifications:<br><br>- Caliber: 7 MM Remington Mag<br>- Bullet Weight: 154 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic8060.jpg,28.32,0,47.52,0,1.4,6,3.75,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HKR,7mm Remington Mag 154 Gr SP (Per 20),C,090255380606,2617,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic8060.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic8060.jpg,2,2,
2584,Hornady,8098,202,308 Win 165gr BTSP /20,308 Winchester,Hornady's light and heavy magnum ammunition is loaded with Hornady's best performing bullets the interlock SST or interbond which are all bullets of choice for hunters who need higher ballistics and controlled expansion. By using a special cooler burning powder and revolutionary loading techniques you can achieve added velocity without the heat and pressure that can shorten barrel life. <br><br><br>Features:<br><br>- Bullet Type: Boat Tail Soft Point<br>- Muzzle Energy: 2670 ft lbs<br>- Muzzle Velocity: 2700 fps<br><br><br>Specifications:<br><br>- Caliber: 308 Winchester<br>- Bullet Weight: 165 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic8098.jpg,21.29,0,36.08,0,1.2,5.25,3.5,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJW,308 Win 165 Gr BTSP (Per 20),C,090255380989,2628,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic8098.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic8098.jpg,2,2,
2634,Hornady,9122,22,10mm 155gr XTP /20,10mm,Hornady's pistol ammo delivers both accurate and dependable knockdown power. Included in the features are select cases that are chosen to meet unusually high standards for reliable feeding corrosion resistance proper hardness and the ability to withstand maximum chamber pressures along with primers that are chosen for their ability to quickly completely and reliably ignite the powder charge.  <br><br>Features:<br><br>- Bullet Type: XTP<br>- Muzzle Energy: 551 ft lbs<br>- Muzzle Velocity: 1265 fps<br><br><br>Specifications:<br><br>- Caliber: 10 MM<br>- Bullet Weight: 155 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic9122.jpg,14.78,0,24.79,0,0.9,5.75,2,1.25,Ammunition,Centerfire Handgun Ammunition,AM,HORN,www.hornady.com,HJG,155 Gr XTP (Per 20),C,090255391220,2678,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic9122.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/hornpic9122.jpg,2,2,
3109,Hornady,8234,14,376 Steyr 225gr SP /20,376 Steyr,Hornady's custom rifle ammunition - factory loads so good you'll think they were handloaded! <br><br>Features:<br><br>- Bullet Type: Soft Point<br>- Muzzle Energy: 3377 ft lbs<br>- Muzzle Velocity: 2600 fps<br><br><br>Specifications:<br><br>- Caliber: 376 Steyr<br>- Bullet Weight: 225 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic8234.jpg,38.7814,0,66.67,0,1.6,6,3.75,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HKA,376 Steyr225 Gr SP (Per 20),D,090255382341,3121,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic8234.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,6,20,11,https://images.dealerease.net/prodpics/hornpic8234.jpg,2,2,
3166,Hornady,8093,16,308 Win 150gr SST /20,308 Winchester,Hornady's light and heavy magnum ammunition is loaded with Hornady's best performing bullets the interlock SST or interbond which are all bullets of choice for hunters who need higher ballistics and controlled expansion. By using a special cooler burning powder and revolutionary loading techniques you can achieve added velocity without the heat and pressure that can shorten barrel life. <br><br><br>Features:<br><br>- Bullet Type: SST Interlock<br>- Muzzle Energy: 2648 ft lbs<br>- Muzzle Velocity: 2820 fps<br><br><br>Specifications:<br><br>- Caliber: 308 Winchester<br>- Bullet Weight: 150 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic8093.jpg,21.5,0,36.08,0,1,5.25,3,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJW,308 Win 150 Gr SST (Per 20),C,090255380934,3178,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic8093.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic8093.jpg,2,2,
3228,Winchester Ammo,XU166,9,SupX 16ga 2.75" 6-Shot GamLoad/25,16 Gauge,Winchester Super-X Shotshells are hard-hitting and reliable making it an ideal choice for upland hunting. Made using precise manufacturing processes and high quality components this ammunition has become the ammunition to rely and depend on for whatever your need. <br><br>Specifications:<br><br>- Gauge: 16<br>- Shell Length: 2 3/4"<br>- Shot Weight: 1 oz<br>- Shot Size: #6<br>- Shot Type: Lead<br>- Quantity: Per 25<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 1165 fps,wincpicxu166.jpg,8.91,0,14.95,0,2.375,3.813,2.5,3.75,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,JUM,Super X Game 2 3/4" 1 oz #6 Lead Shot Per 25,C,020892013292,3228,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicxu166.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicxu166.jpg,3,3,
4423,Winchester Ammo,X30064,42,SupX 30-06 180gr Power Point/20,30-06 Springfield,Winchester Super-X ammunition has developed a reputation as being hard hitting and reliable. This ammunition is loaded with Super-X Power-Points which feature a unique exposed soft nose jacketed bullet design that delivers maximum energy on target. Strategically-placed notches around the jacket mouth improve upset and ensure uniform expansion for massive energy release. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 30-06 Springfield<br>- Bullet Weight: 180 Grains<br>- Bullet Style: Power-Point<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2700 fps<br>- Muzzle Energy: 2913 ft lbs,wincpicx30064.jpg,17.85,0,27.95,0,1.4,3.438,5.844,1.406,Ammunition,Centerfire Rifle Ammunition,AM,WINC,www.winchester.com,HHG,Super-X 180 Grains Power-Point Per 20,C,020892200104,4496,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx30064.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/wincpicx30064.jpg,2,2,
4441,Hornady,90242,114,9mm Luger 124gr HP/XTP /25,9mm Luger,Custom-grade ammunition from the factory. Built to the tightest tolerances for peak performance rivaling and sometimes surpassing handloads in many guns. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 9mm<br>- Bullet Weight: 124 Grains<br>- Bullet Type: XTP Jacketed Hollow Point<br>- Quantity: 25 Rounds<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1110 fps<br>- Muzzle Energy: 339 ft. lbs.,hornpic90242.jpg,14.64,0,24.59,0,0.75,2.5,2.5,1.25,Ammunition,Centerfire Handgun Ammunition,AM,HORN,www.hornady.com,HKU,9mm Luger 124 Gr HP/XTP (Per 25),C,090255902426,4514,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic90242.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,25,13,https://images.dealerease.net/prodpics/hornpic90242.jpg,2,2,
4627,Winchester Ammo,X206,29,SupX 20ga 2.75" 6-Shot HiBrassGam,20 Gauge,Super-X Shotshells are hard-hitting and reliable. From deer to upland birds there is a Super-X Shotshell for almost every quarry. First introduced in 1922 Super-X ammunition delivers better and more dependable knock-down power. Made using precise manufacturing processes and high quality components this ammunition has become the ammunition to rely and depend on for whatever your need. <br><br>Specifications:<br><br>- Gauge: 20<br>- Shell Length: 2 3/4"<br>- Shot Weight: 1 oz<br>- Shot Size: #6<br>- Shot Type: Lead<br>- Quantity: Per 25<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 1220 fps,wincpicx206.jpg,11.43,0,19.95,0,2.225,2.438,2.5,2.406,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,JUL,Super X High Brass Game 2 3/4" 1 oz #6 Lead Shot Per 25,C,020892000223,4700,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_wincpicx206.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicx206.jpg,3,3,
4652,Winchester Ammo,X38SWP,1,SupX 38 S&W 145Gr. Lead RN/50,38 Smith & Wesson Super-X 145 Grains Lead Round Nose Per 50,Winchester Super-X ammunition has developed a strong reputation as being consistent reliable and accurate. This lead round nose ammunition is perfect for target shooting or plinking. It features a lubricated bullet and is sure to function in your pistol. This ammunition is new production non-corrosive reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 38 Smith & Wesson<br>- Bullet Weight: 145 Grains<br>- Bullet Style: Lead Round Nose<br>- Case Type: Brass <br>- Quantity: Per 50<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 685 fps<br>- Muzzle Energy: 150 ft lbs,winchpicx38swp.jpg,31.75,0,45.95,0,1.7,2.688,1.406,5.125,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,,,C,020892201224,4725,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_winchpicx38swp.gif,,,,,,,,,,0,,10,50,13,https://images.dealerease.net/prodpics/winchpicx38swp.jpg,3,3,
4995,Federal Cartridge,270B,10,270 Win 150gr SP-RN Power-Shok/20,270 Winchester,Federal Power-Shok is hard hitting ammunition designed for exceptional performance in the field. A combination of premium bullets with Federal's reputation for quality results in a hunting round that you can depend on. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 270 Winchester<br>- Bullet Weight: 150 Grains<br>- Bullet Style: Soft Point<br>- Case Type: Brass <br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2850 fps<br>- Muzzle Energy: 2705 ft lbs,fedepic270b.jpg,17.11,0,25.95,0,1.28,6.03,3.44,1.25,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,HMI,Power-Shok 150 Grains Round Nose Soft Point Per 20,C,029465084363,5068,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepic270b.gif,Save_Bucks_Rebate,2016_PowerShokPromo.pdf,12/31/2016,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepic270b.jpg,2,2,
302804,Nosler,60031,10,33 Nosler 300gr Custom Competition /20,33 Nosler,Nosler Custom Match Grade ammunition is loaded with the highest quality components to deliver accuracy that will rival or even surpass similar handloads. Each powder charge is meticulously weight-sorted to provide consistent measurements and capacities for accurate loads. Nosler Match Grade ammunition uses Nosler Custom Brass which features a Nosler head-stamp chamfered and deburred case mouth deburred flash hole consistent trimmed length and consistent neck wall thickness. <br><br>Custom Competition bullets blend match winning accuracy and consistency with maximum value for performance-minded shooters. Highly concentric jackets ultra precise lead alloy cores and hand inspected quality offer competitive shooters more for less. This ammunition is new production non-corrosive in boxer primed reloadable brass cases.<br><br>Specifications:<br><br>- CaliberL 33 Nosler<br>- Weight: 	300 Grains<br>- - Bullet Style: Jacketed Hollow Point Boat Tail<br>- Lead Free: No<br>- Case Type: Brass<br>- Primer: Boxer<br>- Corrosive: No<br>- Quantity: 20 Rounds<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 2550 fps<br>- Muzzle Energy: 4331 ft lbs<br>- Ballistic Coefficient: 0.8<br>- Sectional Density: 0.375,noslpic60031.jpg,61.18,0,124,0,1.2,5.375,3.125,1.125,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,66L,Match Grade Ammunition 300gr Custom Competition Hollow Point Boat Tai Per 20,C,054041600316,138490,,,th_noslpic60031.gif,,,,,,,,,,0,,10,1,11,https://images.dealerease.net/prodpics/noslpic60031.jpg,2,2,
